cntry,polintr,trstplt,vote,clsprty,gndr,yrbrn,eduyrs
IT,4,0,1,2,2,1974,15
IT,3,7,1,2,2,1939,13
IT,2,5,1,1,2,1974,20
IT,3,3,2,2,2,1981,10
IT,4,5,3,2,1,2006,11
IT,4,88,3,2,1,1983,5
IT,3,2,1,2,1,1993,17
IT,1,2,2,2,1,1982,11
IT,2,6,1,1,2,1959,13
IT,4,5,2,2,2,1944,6
IT,4,4,1,2,2,1974,14
IT,4,2,2,2,2,1940,5
IT,4,2,1,2,1,1981,14
IT,4,1,3,2,2,1993,88
IT,4,4,2,2,1,2002,9
IT,2,4,1,2,2,1952,19
IT,4,0,1,1,2,1960,17
IT,4,3,1,2,1,1955,20
IT,4,6,2,2,2,1956,88
IT,3,0,2,2,1,1931,10
IT,2,7,1,2,1,1955,9
IT,4,2,1,2,1,1996,9
IT,3,3,2,2,2,1982,8
IT,3,0,1,1,1,1974,13
IT,4,0,2,2,2,1944,8
IT,4,2,1,2,2,1944,13
IT,3,7,1,2,2,1978,14
IT,4,3,2,2,2,1939,3
IT,2,7,1,1,2,1994,18
IT,3,1,1,2,2,1975,15
IT,2,2,1,1,2,1993,26
IT,2,5,1,2,2,1932,5
IT,1,1,1,2,1,1981,24
IT,3,4,2,2,2,1956,8
IT,2,0,1,8,1,1979,11
IT,2,0,1,2,1,1978,13
IT,3,0,1,1,2,1955,10
IT,1,5,1,1,1,1956,20
IT,1,1,1,1,1,1989,18
IT,4,0,1,2,2,1957,5
IT,3,1,1,2,2,1979,8
IT,3,3,2,2,1,1954,8
IT,2,7,1,1,2,1968,10
IT,3,7,2,2,2,1996,15
IT,2,5,1,1,1,1983,13
IT,4,6,3,2,2,2003,12
IT,3,1,1,2,2,1955,5
IT,4,3,2,2,2,1954,16
IT,3,4,2,1,2,1972,12
IT,3,7,1,1,1,1972,10
IT,4,3,2,2,2,1949,6
IT,4,0,2,2,1,1940,5
IT,3,2,1,2,1,1983,17
IT,4,2,1,1,2,1938,5
IT,3,4,1,2,2,1956,20
IT,3,7,3,8,2,2005,11
IT,3,5,1,2,2,1986,25
IT,3,5,2,2,2,1934,5
IT,1,4,1,1,1,1956,22
IT,3,2,1,1,2,1947,5
IT,3,6,1,2,2,1947,5
IT,4,5,1,2,2,1999,12
IT,3,3,1,1,2,1964,18
IT,2,3,1,2,1,1989,13
IT,4,7,3,2,2,1988,8
IT,3,7,1,2,1,1972,13
IT,3,6,2,2,2,1983,14
IT,2,5,3,1,2,2000,15
IT,1,5,1,2,1,1986,18
IT,4,5,1,8,1,1955,10
IT,3,2,2,2,1,1967,6
IT,3,4,2,2,2,1952,10
IT,3,1,2,2,2,1946,4
IT,3,6,2,2,2,2006,8
IT,3,4,1,2,2,1939,8
IT,4,0,2,2,1,1963,8
IT,4,3,1,2,1,1932,5
IT,2,4,3,2,2,2001,15
IT,4,77,1,2,2,1939,7
IT,2,7,1,1,2,1981,13
IT,3,5,2,2,1,1958,10
IT,2,2,1,1,1,1966,13
IT,2,5,1,1,1,1987,13
IT,3,2,1,2,1,1940,4
IT,3,6,1,2,2,1944,12
IT,2,2,1,2,1,2000,14
IT,3,0,1,7,1,1957,18
IT,2,4,1,1,2,1936,13
IT,3,3,1,7,2,1940,14
IT,3,3,1,2,2,1964,8
IT,2,4,1,8,2,1970,8
IT,4,4,3,2,1,7777,12
IT,4,6,1,2,1,1998,16
IT,3,0,1,2,2,1962,13
IT,4,0,1,2,1,1978,13
IT,2,4,3,2,2,1973,6
IT,3,1,1,2,1,1977,18
IT,4,3,3,2,1,2002,13
IT,3,3,1,1,1,1942,5
IT,3,5,7,7,1,1968,14
IT,2,2,1,1,1,1992,18
IT,3,2,1,2,2,1961,13
IT,2,2,1,1,2,1993,11
IT,3,5,1,1,2,1972,18
IT,3,3,1,2,2,1960,13
IT,3,2,3,2,1,2001,13
IT,3,0,1,1,1,1938,8
IT,3,3,3,2,2,2001,13
IT,3,3,1,2,2,1971,13
IT,3,6,2,2,2,1956,13
IT,3,4,3,8,1,1971,18
IT,4,1,2,2,1,1984,88
IT,3,1,1,2,1,1965,14
IT,8,5,1,2,1,1999,16
IT,2,3,1,7,2,1982,13
IT,4,6,2,2,2,1961,19
IT,2,4,1,2,2,1973,16
IT,3,6,2,2,1,1978,18
IT,3,0,2,1,2,1976,8
IT,3,5,1,2,2,1974,13
IT,3,0,1,2,1,1960,11
IT,3,6,3,2,2,1967,12
IT,3,5,2,2,2,1962,7
IT,4,3,2,2,2,1964,8
IT,3,6,1,2,2,1964,77
IT,3,5,1,7,1,1970,13
IT,3,88,2,2,2,1991,88
IT,4,0,1,2,2,1937,5
IT,1,5,1,2,1,2000,15
IT,4,0,1,2,2,1994,16
IT,4,0,2,2,2,1942,5
IT,3,4,1,2,1,1996,13
IT,2,3,1,1,2,1946,5
IT,3,0,2,2,1,1937,5
IT,4,3,1,2,2,1965,8
IT,2,2,2,2,1,1964,13
IT,4,0,1,2,2,1990,11
IT,3,2,2,2,2,1952,10
IT,3,4,1,2,2,1953,11
IT,3,2,1,1,2,1962,77
IT,3,4,1,2,2,1969,18
IT,2,4,1,1,1,2002,19
IT,2,2,1,1,1,1949,8
IT,3,2,2,2,2,7777,88
IT,4,3,1,2,2,1964,18
IT,4,0,8,2,2,1967,8
IT,3,5,1,1,1,1974,18
IT,3,1,1,2,2,1975,13
IT,2,4,1,1,1,1973,18
IT,3,8,1,1,1,1987,11
IT,4,0,2,2,2,1973,8
IT,3,3,1,1,2,1941,13
IT,2,2,3,2,1,1983,14
IT,3,4,2,2,2,1999,16
IT,3,4,1,1,2,1962,8
IT,2,7,1,1,2,1948,5
IT,2,6,1,8,1,2003,12
IT,3,0,1,2,1,1963,10
IT,3,2,1,2,2,1945,18
IT,3,2,1,2,1,1985,13
IT,8,9,1,2,1,1952,8
IT,4,3,1,2,2,1959,7
IT,3,0,1,2,1,1962,8
IT,3,3,1,2,2,1983,20
IT,3,5,1,2,1,1995,16
IT,2,6,1,2,1,1973,14
IT,3,3,3,8,2,2003,13
IT,2,2,1,7,2,1994,14
IT,3,1,1,7,2,1945,5
IT,4,2,1,2,2,1952,8
IT,3,1,1,2,2,1960,13
IT,3,6,1,1,2,1959,5
IT,4,5,1,2,2,1940,5
IT,4,2,1,2,2,1974,13
IT,4,2,2,2,2,1964,11
IT,4,5,2,2,2,1983,13
IT,2,5,1,1,1,1954,13
IT,2,5,1,1,1,1960,13
IT,3,5,3,2,2,2006,10
IT,2,7,1,1,2,1972,20
IT,2,5,1,2,1,1976,14
IT,3,1,2,7,2,1986,12
IT,3,4,1,2,1,1978,16
IT,3,1,1,2,2,1966,14
IT,3,1,1,2,2,1966,13
IT,4,4,2,2,2,1966,12
IT,3,5,3,2,1,2006,10
IT,2,3,1,2,2,1944,24
IT,1,2,1,2,1,1989,13
IT,3,3,1,1,1,2000,18
IT,2,6,1,1,1,1965,15
IT,3,6,3,1,1,2003,12
IT,3,3,1,2,1,1945,8
IT,3,8,2,2,2,1951,8
IT,2,5,1,1,1,1957,8
IT,2,3,1,1,1,1948,8
IT,2,3,1,2,2,1955,8
IT,3,4,2,2,2,1960,3
IT,4,6,1,1,1,1994,13
IT,3,5,3,2,1,1984,12
IT,3,6,1,1,1,1976,13
IT,2,2,3,2,2,2000,16
IT,4,3,1,2,1,1968,10
IT,3,6,1,2,1,1988,88
IT,3,3,2,2,2,1975,23
IT,4,1,1,2,2,1942,5
IT,4,4,1,2,2,1951,13
IT,4,3,1,8,2,1939,6
IT,4,2,1,1,2,1958,13
IT,4,6,1,2,2,1966,8
IT,3,4,1,2,2,1997,16
IT,2,4,1,8,2,1955,8
IT,3,1,1,2,1,1978,15
IT,2,4,1,1,2,1973,18
IT,2,3,1,8,1,1998,16
IT,3,3,1,2,1,1937,5
IT,2,1,1,2,2,1943,13
IT,4,88,1,2,2,1969,10
IT,1,4,1,8,1,1960,23
IT,3,4,1,2,2,2002,13
IT,3,5,1,2,1,1954,19
IT,4,1,1,2,2,1993,15
IT,2,2,1,1,1,1950,8
IT,3,4,1,2,2,1991,8
IT,3,6,1,2,2,1955,8
IT,3,7,1,2,1,1953,15
IT,3,6,2,2,2,1966,14
IT,3,3,1,2,1,1991,12
IT,4,0,2,2,2,1932,5
IT,3,2,1,1,2,1975,8
IT,3,4,2,2,1,1970,18
IT,2,6,2,2,1,1965,19
IT,1,2,1,1,1,1992,13
IT,2,0,1,1,1,1957,8
IT,2,1,1,2,2,1994,22
IT,3,4,1,1,1,1993,18
IT,3,7,1,2,1,7777,13
IT,4,7,1,2,2,1983,18
IT,3,4,3,1,1,1988,13
IT,4,3,1,1,2,1957,8
IT,3,5,1,2,2,1980,20
IT,3,1,1,2,2,1958,18
IT,1,3,1,1,2,1942,17
IT,4,2,1,2,2,1956,8
IT,3,2,1,2,2,1971,13
IT,3,5,1,2,2,1994,18
IT,3,2,1,2,2,1956,13
IT,3,6,1,2,1,1939,5
IT,2,1,1,2,1,1986,17
IT,2,7,1,1,1,1941,19
IT,4,4,1,2,2,1968,8
IT,3,9,2,2,2,1988,9
IT,3,0,2,1,1,1975,10
IT,2,4,1,1,1,1957,8
IT,4,5,1,2,2,1946,5
IT,3,4,1,2,2,1971,24
IT,2,1,1,7,2,1940,5
IT,4,0,1,2,1,1957,8
IT,3,2,1,2,1,2001,13
IT,3,0,2,2,1,1943,5
IT,1,1,1,2,2,1973,18
IT,3,2,1,1,1,1967,18
IT,4,1,2,2,2,1978,14
IT,4,3,2,2,2,2001,13
IT,2,0,1,2,2,1959,9
IT,3,2,1,1,1,1986,11
IT,3,5,1,1,2,1962,77
IT,4,0,2,2,2,1946,8
IT,2,5,3,1,1,2003,16
IT,3,4,1,2,2,1953,12
IT,2,1,1,2,2,1968,11
IT,3,3,1,2,1,1972,13
IT,4,5,1,2,1,1967,13
IT,3,4,1,2,2,1966,11
IT,2,3,1,8,2,1966,13
IT,4,1,1,2,2,1966,13
IT,4,5,1,2,1,1951,10
IT,4,5,1,2,1,1944,9
IT,2,5,1,2,2,1981,13
IT,2,4,1,1,1,1976,18
IT,2,5,1,1,1,1952,18
IT,2,9,2,2,2,1941,8
IT,2,0,1,1,1,1947,13
IT,3,3,1,2,1,1970,16
IT,2,3,1,1,2,1986,16
IT,4,1,2,2,1,1989,10
IT,2,2,1,2,1,1955,8
IT,4,0,1,2,1,1964,19
IT,2,2,1,2,1,1965,10
IT,3,2,1,2,1,1946,12
IT,3,2,1,2,2,1948,8
IT,2,2,1,2,1,2005,20
IT,2,3,1,1,1,1933,5
IT,4,88,3,2,1,7777,9
IT,4,1,2,2,1,1941,5
IT,3,2,1,2,2,1978,14
IT,3,3,2,2,1,1995,17
IT,3,6,1,1,2,1948,12
IT,3,4,2,1,1,1955,12
IT,2,3,1,1,1,1962,19
IT,3,2,1,2,1,1974,14
IT,2,7,1,1,2,1984,18
IT,3,1,1,2,1,1965,12
IT,2,5,1,1,2,1978,13
IT,3,3,2,2,2,2000,15
IT,3,2,1,2,2,1973,13
IT,4,1,1,2,2,1999,16
IT,2,3,1,1,1,1950,13
IT,2,6,3,1,2,2002,12
IT,4,5,2,2,2,1936,5
IT,4,2,2,2,1,1945,8
IT,2,3,1,1,1,1982,21
IT,2,2,1,2,2,1987,13
IT,4,1,2,2,1,1945,8
IT,3,2,1,2,1,1999,15
IT,3,3,1,2,2,1973,13
IT,3,3,1,2,1,1975,12
